hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
cab8e6d8e2b44369c3e6e77393781275069f65f5,PRIArobotics_HedgehogClient,make _EventHandler a context manager, Introduce context managers for event handlers for easier handling of spawning and shutdown processes, Introduce context managers for event handlers for easier handling of spawning and shutdown processes, Introduce context managers for event handlers for easier handling of spawning and shutdown processes
8574a58c20a572609d969d9dd3d428eaf4cd123e,matomo-org_matomo,updates method documentation of `broadcast.buildReportingUrl`," * Updated `buildReportingUrl` to return the updated hash instead of making an ajax call

Explanation:
The function now returns the updated hash string rather than making an AJAX call as before. The purpose of this change is to improve the functionality and possibly make it more efficient."," * Updated `buildReportingUrl` to return the updated hash instead of making an ajax call
Explanation:
The function now returns the updated hash string rather than making an AJAX call as before. The purpose of this change is to improve the functionality and possibly make it more efficient.", * Updated `buildReportingUrl` to return the updated hash instead of making an ajax call
504f07c8a341f512b3267a446c89870f50f52ba5,HttpRunner_HttpRunner,fix: ensure_file_path_valid for folder path, refactor: adjust ensure_file_path_valid function to handle paths without leading separator, refactor: adjust ensure_file_path_valid function to handle paths without leading separator, refactor: adjust ensure_file_path_valid function to handle paths without leading separator
c2c4dccedc33be47a4816c1335893311a67054b0,pmuller_versions,updated Requirement test to extend coverage, Added support for chaining Requirement objects in addition operations, Added support for chaining Requirement objects in addition operations, Added support for chaining Requirement objects in addition operations
d1b735c126a2fb29d44db5fad018553b2ea4f1f2,jillix_jQuery-image-upload,Destroy and create again the imageUpload controls. Fixed #3., Re-initializing image upload controls on destroy event, Re-initializing image upload controls on destroy event, Re-initializing image upload controls on destroy event
f9a835a0c6a828bf99f6a20f6cda9062bca8daf7,pteichman_cobe,Unit test learning from irc logs with spaces in nicks, Added test for normal pubmsg with spaces in irc log parsing, Added test for normal pubmsg with spaces in irc log parsing, Added test for normal pubmsg with spaces in irc log parsing
6603915e3a6411dad02b4453d780ca21586acc65,teepark_greenhouse,"was using that parameter incorrectly. no exception on linux, but broke on BSD", Removed deprecated use of stat.S\_IFREG in FilePollerMixin.touch method for better code readability., Removed deprecated use of stat.S\_IFREG in FilePollerMixin.touch method for better code readability., Removed deprecated use of stat.S\_IFREG in FilePollerMixin.touch method for better code readability.
150af0a738696a394072fd71ca00bacd5cbe8d6b,eclipse_orion.client,clicking on ok button in git commits filter panel does not work, Improved tab traversal consistency on IE and Firefox in gitCommitList.js (10ms delay added for better responsiveness), Improved tab traversal consistency on IE and Firefox in gitCommitList.js (10ms delay added for better responsiveness), Improved tab traversal consistency on IE and Firefox in gitCommitList.js (10ms delay added for better responsiveness)
dd07af629054c3cd528535ab11273d0924d1dc9d,angr_ailment,Move propogator over to the new stack pointer tracker, Utilize StackPointerTracker for determining offsets before instructions instead of within instructions., Utilize StackPointerTracker for determining offsets before instructions instead of within instructions., Utilize StackPointerTracker for determining offsets before instructions instead of within instructions.
b3236f2c234b967a3ef9dbee0b440078ad3a9cb9,Feneric_doxypypy,Changed next and print to more modern forms compatible with both 2 & 3., Automated refactoring of coroutine function for cleaner syntax and improved readability., Automated refactoring of coroutine function for cleaner syntax and improved readability., Automated refactoring of coroutine function for cleaner syntax and improved readability.
8ced10ecdd5855a15af2225edd7320067abc46d5,alphatwirl_alphatwirl,remove a commented out line in EventReaderBundle, Combine event collection in `EventReaderBundle.end()` with existing collector method, Combine event collection in `EventReaderBundle.end()` with existing collector method, Combine event collection in `EventReaderBundle.end()` with existing collector method
5ed4feafddba7e217cb21487a6a3d6ef03d7b863,f3at_feat,Fix in case error msg is None, Improved error handling for RPC communication by converting remote messages to string before raising exceptions., Improved error handling for RPC communication by converting remote messages to string before raising exceptions., Improved error handling for RPC communication by converting remote messages to string before raising exceptions.
bf2f4ddc04cfcccfa553258a9bab244ba75d116b,fastlane_fastlane,"[pilot] Guard against error when trying to notify testers once a Testflight build is uploaded (#<I>)

* Guard against error when trying to notify testers once a Testflight build has been uploaded



* Fixes warning message



* Added comment with PR link



* Fix spelling", [Pilot] Add error handling for missing build beta details in autoNotifyEnabled updates, [Pilot] Add error handling for missing build beta details in autoNotifyEnabled updates, [Pilot] Add error handling for missing build beta details in autoNotifyEnabled updates
1eca98d708e0a1e7ed20ab86a638ed63e7a57c63,FitLayout_api,API fix: make addBox() public for DefaultArea," Added public method to add Box to DefaultArea, enabling user customization"," Added public method to add Box to DefaultArea, enabling user customization"," Added public method to add Box to DefaultArea, enabling user customization"
abeda03f030124031a659b5b9e47e01832945aeb,atk4_ui,"Fix  #<I> - useless code in Form.php (#<I>)

* Fix  #<I> - useless code in Form.php



* Update Form.php", Refactor exception handling in Form class for cleaner output, Refactor exception handling in Form class for cleaner output, Refactor exception handling in Form class for cleaner output
f5f75f3879dd05048a3329ad7288c263742dd4a5,kubernetes_kubernetes,"Ignore ErrNotFound when delete LB resources

IsNotFound error is fine since that means the object is
deleted already, so let's check it before return error."," Added error handling for 'ErrNotFound' when getting pool for listener in openstack load balancer deletion, to avoid unnecessary errors."," Added error handling for 'ErrNotFound' when getting pool for listener in openstack load balancer deletion, to avoid unnecessary errors."," Added error handling for 'ErrNotFound' when getting pool for listener in openstack load balancer deletion, to avoid unnecessary errors."
c8138d0ffd5325658cde41a099f4f1e72786c53d,zimbatm_lines-ruby,Mark loader specs as pending. I'll have to come back to that later., Added support for parsing strings with special characters to the lines parser., Added support for parsing strings with special characters to the lines parser., Added support for parsing strings with special characters to the lines parser.
b43a802d5aada357a41f76d0ae9a67373cbdebc7,factorial-io_fabalicious,Get shell completions in offline-mode for better performane, Implemented offline task functionality for shell completions (now available for fish)., Implemented offline task functionality for shell completions (now available for fish)., Implemented offline task functionality for shell completions (now available for fish).
22caa470c197447a03dbd5726e0e69a64fc2b5ed,gopherjs_gopherjs,Added Go$key for wrapped types., Added method to generate Go key accessor for types in the translator package., Added method to generate Go key accessor for types in the translator package., Added method to generate Go key accessor for types in the translator package.
